processed_tweets,label,predicted_label
"smart forest city mengusung konsep hidup alam  hijau upaya melestarikan alam bukti nyata penerapan berkelanjutan amp harapan pemulihan lingkungan hidup kalimantan

mari dukung",1.0,"[{'label': 'POSITIVE', 'score': 0.9582327008247375}]"
wakil ketua mpr jazilul fawaid mengajak masyarakat meragukan optimisti optimistis kabupaten penajam paser utara terwujud,1.0,"[{'label': 'NEGATIVE', 'score': 0.9702737331390381}]"
menyoal status badan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9654147028923035}]"
"uu bertentangan bertentangan pasal  ayat  uud  
karena dlm uu menyebut satuan daerah khusus setingkat provinsi 

analisis hukum menggugat uu",0.0,"[{'label': 'NEGATIVE', 'score': 0.9872572422027588}]"
"serentak indonesia
semoga kelak membawa kemakmuran kesejahteraan gus muhaimin

khotmil quran amp selametan dpw pkb diy",1.0,"[{'label': 'NEGATIVE', 'score': 0.9557614922523499}]"
"proyek infrastruktur jalan utama sepaku bendungan geodesi bersolek 

ingin proses ",0.0,"[{'label': 'NEGATIVE', 'score': 0.6364360451698303}]"
"kementerian pupr mempercepat pembangunaan bendungan sepaku semoi kab penajam paser utara mendukung kebutuhan air baku pengendalian banjir ikn

jokowi gas pol infrastruktur",1.0,"[{'label': 'NEGATIVE', 'score': 0.9870373606681824}]"
bendungan sepaku semoi ditargetkan selesai  bendungan mendukung kebutuhan air baku pengendalian banjir,1.0,"[{'label': 'NEGATIVE', 'score': 0.9675287008285522}]"
titah reinkarnasi orang gajah mada karno memindahkan republik nama nama istana nya istana rakyat,0.0,"[{'label': 'NEGATIVE', 'score': 0.9907392263412476}]"
alokasi anggaran,0.0,"[{'label': 'POSITIVE', 'score': 0.9070929288864136}]"
peserta lolos  sayembara konsep perancangan bangunan gedung,0.0,"[{'label': 'NEGATIVE', 'score': 0.8537347912788391}]"
kementerian pupr mempercepat pembangunaan bendungan sepaku semoi kabupaten penajam paser utara mendukung kebutuhan air baku pengendalian banjir provinsi kaltim ditargetkan  rampung,1.0,"[{'label': 'NEGATIVE', 'score': 0.9863300323486328}]"
penetapan anggaran dinilai calon investor investor swasta diumumkan resmi masuk proyek,0.0,"[{'label': 'NEGATIVE', 'score': 0.9666478037834167}]"
kementerian pupr mempercepat pembangunaan bendungan sepaku semoi kabupaten penajam paser utara mendukung kebutuhan air baku pengendalian banjir provinsi kaltim,1.0,"[{'label': 'NEGATIVE', 'score': 0.9774606823921204}]"
ketua pkb cak imin menggelar khataman alquran peringatan selamatan  tumpeng kegiatan digelar keberkahan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9095823764801025}]"
kunjungan komisi v dpr ri berkomitmen penuh mengawal,0.0,"[{'label': 'NEGATIVE', 'score': 0.9848312139511108}]"
mengelola komunikasi publik terkait penanganan permasalahan pertanahan melibatkan peran kementerianlembaga kolaborasi efektif kementerianlembaga,0.0,"[{'label': 'NEGATIVE', 'score': 0.9852961301803589}]"
rapat kickoff pemantauan infrastruktur deputi ii deputi iv staf kepresidenan menyelenggarakan rapat koordinasi pengelolaan skema penyelesaian permasalahan pertanahan kehutanan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9469165205955505}]"
dipindahkan,0.0,"[{'label': 'POSITIVE', 'score': 0.9605549573898315}]"
"halo  kab bantul 

 

halo  rangka mendukung kementerian atrbpn survei peta tematik pertanahan ruang bertujuan pemanfaatan penggunaan ruang",1.0,"[{'label': 'NEGATIVE', 'score': 0.9591956734657288}]"
" laksanakan semaan alquran serentak dipusatkan 
memohon alloh agat usaha bangsa dilancarkan disukseskan 
terutama sukses membangun",1.0,"[{'label': 'NEGATIVE', 'score': 0.9820607900619507}]"
kemenpupr mempercepat pembangunaan bendungan sepaku semoi kabupaten penajam paser utara mendukung kebutuhan air baku pengendalian banjir provinsi kaltim,1.0,"[{'label': 'NEGATIVE', 'score': 0.9614090323448181}]"
"harapan masyarakat penetapan nama pengesahan uu ikn

berdiri",0.0,"[{'label': 'NEGATIVE', 'score': 0.9858521223068237}]"
"gak smart city sustainable liveable city nih sahabat lps

demi mencapai syaratnya",0.0,"[{'label': 'POSITIVE', 'score': 0.9982768297195435}]"
"perspektif kebumian kebencanaan
sebuah pegadaian lingkungan skala besarbesaran

halo fkm

pengesahan uu januari  silam menandai",0.0,"[{'label': 'NEGATIVE', 'score': 0.9359467625617981}]"
khotmil quran serentak  peringatan nuzulul quran selamatan  tumpeng rabu  dpw pkb jateng,0.0,"[{'label': 'NEGATIVE', 'score': 0.9567661881446838}]"
jembatan menghubungkan balikpapan kabupaten penajam paser utara jalur utama angkutan logistik salah akses,0.0,"[{'label': 'NEGATIVE', 'score': 0.9406079053878784}]"
cabang,0.0,"[{'label': 'NEGATIVE', 'score': 0.7097916603088379}]"
ketua dpp pkb gus muhaimin iskandar menggelar mengaji khataman alquran peringatan nuzululquran selamatan  tumpeng,0.0,"[{'label': 'NEGATIVE', 'score': 0.939517080783844}]"
mengikuti khotmil quran serentak dilaksanakan mengaji dlm rangka peringatan nuzulul quran amp selamatan  tumpeng,0.0,"[{'label': 'NEGATIVE', 'score': 0.9724271893501282}]"
mengelola komunikasi publik terkait penanganan permasalahan pertanahan melibatkan peran kementerianlembaga kolaborasi efektif kementerianlembaga,0.0,"[{'label': 'NEGATIVE', 'score': 0.9852961301803589}]"
dpc pkb situbondo memperingati nuzulul quran amp selamatan  tumpeng,0.0,"[{'label': 'NEGATIVE', 'score': 0.99114990234375}]"
bmkg perkuat sistem peringatan kaltim,0.0,"[{'label': 'NEGATIVE', 'score': 0.9528558850288391}]"
penahapan disusun berjalan berkesinambungan terpadu pengembangan perkotaan diarahkan berkembang kompak efisien,0.0,"[{'label': 'NEGATIVE', 'score': 0.9467600584030151}]"
pelabuhan  tambat kapal nelayan dibangun wilayah kabupaten penajam paser utara pasokan ikan menyambut rencana bernama wilayah,0.0,"[{'label': 'NEGATIVE', 'score': 0.9524133205413818}]"
"peringatan nuzulul quran amp selamatan  tumpeng nusantara

lokasi pengajian kantor dpw pkb sulsel",0.0,"[{'label': 'NEGATIVE', 'score': 0.9639573097229004}]"
mengalokasikan rp  triliun apbn  anggaran kucuran anggaran cost overrun istana infrastruktur dasar,0.0,"[{'label': 'NEGATIVE', 'score': 0.9953957796096802}]"
reposted from atrbpn halo  rangka mendukung kementerian atrbpn survei peta tematik pertanahan ruang bertujuan pemanfaatan penggunaan ruang,0.0,"[{'label': 'NEGATIVE', 'score': 0.998168408870697}]"
pendaftaran sayembara konsep perancangan bangunan gedung diselenggarakan kementerian pupr resmi ditutup  april   pendaftar lolos verifikasi administrasi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9811432957649231}]"
"anggaran mengucur defisit berisiko melebar

sejumlah kalangan memprioritaskan anggaran pendapatan belanja apbn pemulihan ekonomi proyek",0.0,"[{'label': 'NEGATIVE', 'score': 0.9785749912261963}]"
"harapan masyarakat penetapan nama pengesahan uu ikn

prokes mudik aman",0.0,"[{'label': 'NEGATIVE', 'score': 0.9895132780075073}]"
opensignal mencatat kecepatan download internet ketimbang wilayah jawa,0.0,"[{'label': 'NEGATIVE', 'score': 0.9850277304649353}]"
ntb institute dukung mxgp samota,1.0,"[{'label': 'NEGATIVE', 'score': 0.9948391914367676}]"
 pendaftar sayembara konsep perancangan bangunan gedung lolos verifikasi administrasi gt,0.0,"[{'label': 'NEGATIVE', 'score': 0.906447172164917}]"
halo  rangka mendukung kementerian atrbpn survei peta tematik pertanahan ruang bertujuan pemanfaatan penggunaan ruang informasi selengkapnya,1.0,"[{'label': 'NEGATIVE', 'score': 0.9214715361595154}]"
jembatan menghubungkan balikpapan kabupaten penajam paser utara jalur utama angkutan logistik salah akses,0.0,"[{'label': 'NEGATIVE', 'score': 0.9406079053878784}]"
tim kunjungan kerja komisi v dpr ri dipimpin anggota komisi v dpr ri irwan fecho kunjungan senin  april,0.0,"[{'label': 'NEGATIVE', 'score': 0.9852354526519775}]"
"peringatan nuzulul quran amp selamatan  tumpeng nusantara

hari  rabu  april 
pukul   wita
tempat  nusantara
channel youtube",0.0,"[{'label': 'NEGATIVE', 'score': 0.9760326147079468}]"
jalur utama angkutan logistik salah akses,0.0,"[{'label': 'NEGATIVE', 'score': 0.9063534736633301}]"
 peserta lolos tahap administrasi sayembara konsep perancangan bangunan gedung,0.0,"[{'label': 'NEGATIVE', 'score': 0.9100077152252197}]"
apbn  menganggarkan rp  triliun,0.0,"[{'label': 'NEGATIVE', 'score': 0.9250448942184448}]"
sbuah gagasan yg cerdas amp visioneer jk  cq  ttp jdi mk kaan rusaklah nkri d kmudian,1.0,"[{'label': 'NEGATIVE', 'score': 0.9806632399559021}]"
pindah jakarta timur perp,0.0,"[{'label': 'POSITIVE', 'score': 0.9325599074363708}]"
bendungan sepaku semoi mendukung kebutuhan air baku fungsi pengendali banjir,1.0,"[{'label': 'NEGATIVE', 'score': 0.9699534773826599}]"
"wakil gubernur wagub dki jakarta ahmad riza patria syukur banjir  

hal berkat terealisasinya program pengendali banjir",0.0,"[{'label': 'NEGATIVE', 'score': 0.9678075909614563}]"
perolehan pengelolaan sesuai uu nomor  mekanisme pelepasan hutan pengadaan iknperolehan memperhatikan perlindungan penguasaan masyarakat,0.0,"[{'label': 'NEGATIVE', 'score': 0.9495308995246887}]"
mengunjungi komplek masuk lahan konsesi dikuasai sukanto tanoto aktivitas bongkar muat penambangan kayu cuaca panas tdk merepresentasikan hutan adem,0.0,"[{'label': 'NEGATIVE', 'score': 0.9926047325134277}]"
paser penajam paser utara masuk wilayah kaltim ditanami cabai,0.0,"[{'label': 'NEGATIVE', 'score': 0.9725125432014465}]"
"from  

halo  rangka mendukung kementerian atrbpn survei peta tematik pertanahan ruang bertujuan pemanfaatan penggunaan ruang",1.0,"[{'label': 'NEGATIVE', 'score': 0.963087797164917}]"
reposted from atrbpn halo  rangka mendukung kementerian atrbpn survei peta tematik pertanahan ruang bertujuan pemanfaatan penggunaan ruang kaw,1.0,"[{'label': 'NEGATIVE', 'score': 0.9982030391693115}]"
usulan julukan infrastruktur,0.0,"[{'label': 'NEGATIVE', 'score': 0.7758294343948364}]"
jalan penajam paser utara diperbaiki pusat langsung mengucurkan dana perbaikannya,0.0,"[{'label': 'NEGATIVE', 'score': 0.9679366946220398}]"
menteri keuangan menkeu sri mulyani indrawati mengalokasikan anggaran belanja apbn  rp  triliun rp  triliun,0.0,"[{'label': 'NEGATIVE', 'score': 0.9579893350601196}]"
"halo  rangka menyukseskan kementerian atrbpn dukungan kebijakan pertanahan pemberian hak tanah

untuk informasi selengkapnya yuk simak informasi sob",1.0,"[{'label': 'NEGATIVE', 'score': 0.9417847990989685}]"
"salah isu dibahas studi pertahanan nusantara

  
menhan prabowo subianto
beri masukan lemhannas
perkuat pertahanan nkri",0.0,"[{'label': 'NEGATIVE', 'score': 0.9760116934776306}]"
"menhan ri prabowo subianto menerima kunjungan gubernur lemhannas ri kementerian pertahanan salah isu yg dibahas studi pertahanan nusantara

 
menhan prabowo subianto
beri masukan lemhannas
perkuat pertahanan nkri",0.0,"[{'label': 'NEGATIVE', 'score': 0.9907181859016418}]"
perusahaan riset jaringan mobile opensignal merilis laporan terkait kecepatan internet daerah,0.0,"[{'label': 'NEGATIVE', 'score': 0.9628398418426514}]"
wacana dki jakarta wilayah pemberitaan menghiasi media informasi masyarakat,0.0,"[{'label': 'NEGATIVE', 'score': 0.8732166290283203}]"
"repost atrbpn menyusul terbitnya undangundang nomor   proses dijalankan perencanaan 

selengkapnya baca",0.0,"[{'label': 'NEGATIVE', 'score': 0.9968594312667847}]"
perusahaan riset jaringan mobile opensignal merilis laporan terkait kecepatan internet daerah,0.0,"[{'label': 'NEGATIVE', 'score': 0.9628398418426514}]"
"harapan masyarakat penetapan nama pengesahan uu membawa kemajuan kesejahteraan bangsa indonesia

bukber disiplin prokes",0.0,"[{'label': 'NEGATIVE', 'score': 0.9870719909667969}]"
menindaklanjuti rapat kickoff pemantauan infrastruktur  april  deputi ii deputi iv staf kepresidenan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9616899490356445}]"
"bukber disiplin prokes
nusantara nama pengesahan uu membawa kemajuan",0.0,"[{'label': 'NEGATIVE', 'score': 0.992623507976532}]"
antusiasme masyarakat menyambut  mieke clara masyarakat keinginannya pindah,1.0,"[{'label': 'NEGATIVE', 'score': 0.97765052318573}]"
"konsep hutan sejalan nilai budaya masyarakat adat momentum memperbaiki lingkungan hutan 
musa ketua lembaga adat paser",0.0,"[{'label': 'NEGATIVE', 'score': 0.9859402179718018}]"
halo  rangka mendukung kementerian atrbpn survei peta tematik pertanahan ruang bertujuan pemanfaatan penggunaan ruang informasi,1.0,"[{'label': 'NEGATIVE', 'score': 0.8939921259880066}]"
diminati terkecuali  universitas gadjah mada ugm,0.0,"[{'label': 'NEGATIVE', 'score': 0.9828161597251892}]"
"halo  rangka mendukung kementerian atrbpn survei peta tematik pertanahan ruang bertujuan pemanfaatan penggunaan ruang ikn

untuk informasi selengk",1.0,"[{'label': 'NEGATIVE', 'score': 0.898892343044281}]"
siang terik ramai seakan patut dimaklumi kantin santai menelusuri koridor,0.0,"[{'label': 'NEGATIVE', 'score': 0.9502766728401184}]"
genjot anggarkan  triliun apbn,0.0,"[{'label': 'NEGATIVE', 'score': 0.9533752799034119}]"
"isis  super mainmain biasasuper main isis salamat patriot
presiden indonmenhan indon dkk indonikn indon memindah mutlak jakartatidak patriot proklamasi  indonikn jakarta",0.0,"[{'label': 'NEGATIVE', 'score': 0.9896570444107056}]"
dirjen ppktrans  mengikuti kunjungan kerja komisi v dprri reses persidangan provinsi kunjungan kerja lintas kementerianlembaga inti pusat pemerintahan provinsi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9846683740615845}]"
"halo  rangka mendukung kementerian atrbpn survei peta tematik pertanahan ruang bertujuan pemanfaatan penggunaan ruang ikn
simak informasi sob",1.0,"[{'label': 'NEGATIVE', 'score': 0.9243695139884949}]"
pkb juluki,0.0,"[{'label': 'NEGATIVE', 'score': 0.7208641767501831}]"
super bukti indon menhan indon dkk indon  indon menjajah  memusnahkan tulisan jakarta   indon proklamasi  indon hukumpasal hasil makar penuh indon terhapus ruu sah,-1.0,"[{'label': 'NEGATIVE', 'score': 0.9497194886207581}]"
wajar klo pusat warga sumbanganurunan dana bangun  orang m x penduduk,-1.0,"[{'label': 'NEGATIVE', 'score': 0.9787745475769043}]"
dirjen bina bangda kemendagri teguh setyabudi mendorong pemprov sulteng mengembangkan strategi pangan upaya mendukung kebutuhan pangan,1.0,"[{'label': 'NEGATIVE', 'score': 0.9788789749145508}]"
penyeimbang ekonomi impian rakyat batu pijakan modern maju penuh pemerataan aspek ekonomi,1.0,"[{'label': 'NEGATIVE', 'score': 0.9756976962089539}]"
biar bikin,0.0,"[{'label': 'NEGATIVE', 'score': 0.850298285484314}]"
 triliun apbn dialokasikan menggenjot diproyeksikan mempercepat infrastruktur segmensegman,0.0,"[{'label': 'NEGATIVE', 'score': 0.9346672296524048}]"
berkonsep forest city tahap rehabilitasi hutanhutan,0.0,"[{'label': 'POSITIVE', 'score': 0.823176920413971}]"
"atrbpn with 

halo  rangka mendukung kementerian atrbpn survei peta tematik pertanahan ruang bertujuan pemanfaatan",1.0,"[{'label': 'NEGATIVE', 'score': 0.9580799341201782}]"
"atrbpn with 

halo  rangka mendukung kementerian atrbpn survei peta tematik pertanahan ruang bertujuan pemanfaatan",1.0,"[{'label': 'NEGATIVE', 'score': 0.9580799341201782}]"
menjadikan apbn tulang punggung utama,0.0,"[{'label': 'NEGATIVE', 'score': 0.9009688496589661}]"
halo  rangka mendukung kementerian atrbpn survei peta tematik pertanahan ruang bertujuan pemanfaatan cont,1.0,"[{'label': 'NEGATIVE', 'score': 0.9655749797821045}]"
"repost atrbpn  aturan teknis dikeluarkan upaya kelancaran kementerian 
selengkapnya baca",0.0,"[{'label': 'NEGATIVE', 'score': 0.99627286195755}]"
"upaya mengusung ekonomi inklusif menyebarluaskan magnet pertumbuhan ekonomi bertumpu pulau jawa semata

hasilnya pemerataan ekonomi wilayah",0.0,"[{'label': 'NEGATIVE', 'score': 0.9821000099182129}]"
"reposted from atrbpn
halo  rangka mendukung kementerian atrbpn survei peta tematik pertanahan ruang bertujuan pemanfaatan penggunaan ruang ikn
part",1.0,"[{'label': 'NEGATIVE', 'score': 0.9979586005210876}]"
mengkritik utang amien rais menghentikan proyek menilai kemampuan keuangan terbatas gt,0.0,"[{'label': 'NEGATIVE', 'score': 0.9609082937240601}]"
dijuluki pkb berani pindah,0.0,"[{'label': 'NEGATIVE', 'score': 0.8974953889846802}]"
rencana  alan terwujud fi kaltim era speeed up modern smart alam,0.0,"[{'label': 'POSITIVE', 'score': 0.9929549694061279}]"
"harapan masyarakat penetapan nama pengesahan uu ikn

ayo percaya",0.0,"[{'label': 'NEGATIVE', 'score': 0.9808934926986694}]"
ik menyederhanakan olah dikuasai tiongkok sabang papua jajahan tiongkok kesempatan pemimpin wajib merevisi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9715152382850647}]"
staf kepresidenan moeldoko mengajak gmni membangun narasi positif publik membangun amp memindahkan fisik mewujudkan citacita utk transformasi nasional,0.0,"[{'label': 'NEGATIVE', 'score': 0.9861733317375183}]"
reposted from atrbpn halo  rangka mendukung kementerian atrbpn survei peta tematik,1.0,"[{'label': 'NEGATIVE', 'score': 0.9985582232475281}]"
rangka mendukung kementerian atrbpn survei peta tematik pertanahan ruang bertujuan pemanfaatan penggunaan ruang,1.0,"[{'label': 'NEGATIVE', 'score': 0.9676937460899353}]"
"reposted from atrbpn menindaklanjuti rapat kickoff pemantauan infrastruktur  april  

berita selengkapnya",0.0,"[{'label': 'NEGATIVE', 'score': 0.9963217377662659}]"
menteri keuangan sri mulyani indrawati mengalokasikan anggaran belanja apbn  rp  triliun rp  triliun,0.0,"[{'label': 'NEGATIVE', 'score': 0.9389610290527344}]"
mengelola komunikasi publik terkait penanganan permasalahan pertanahan melibatkan peran kementerianlembaga cont,0.0,"[{'label': 'NEGATIVE', 'score': 0.9918373823165894}]"
perumahan dibangun,0.0,"[{'label': 'NEGATIVE', 'score': 0.9242296814918518}]"
menindaklanjuti rapat kickoff pemantauan infrastruktur  april  deputi ii deputi iv staf kepresidenan menyelenggarakan cont,0.0,"[{'label': 'NEGATIVE', 'score': 0.9781960248947144}]"
pangkoarmada ii tinjau lokasi rencana mabesal,0.0,"[{'label': 'NEGATIVE', 'score': 0.724757730960846}]"
otoritas bambang susantono mengajak elemen bergotong royong mendukung,1.0,"[{'label': 'POSITIVE', 'score': 0.7928363084793091}]"
 membentuk peradaban mencakup penadang pola kerja gaya hidup,0.0,"[{'label': 'NEGATIVE', 'score': 0.9743914604187012}]"
